local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_x,delta_y,delta_z,delta_len,bone_idx,bone_wt,extra0_hex,extra1_hex,uv1_raw,pac_raw40_hex,runtime_raw40_hex
2389,22243,68465,-0.030598969,1.675363491,-1.729124389,-0.000005679,1.726624684,-3.475811240,0.030593290,0.051261192,-1.746686851,1.747706673,"(105, 168, 225, 5)","(168, 47, 19, 10)",6dacc109,09020000,283643413,093bc5343b43915aed78a5ba69a8e1056dacc109a82f130a09020000ffffffff3f41a036150ee810,9c3d0e38d90579850632a7390000e45a56fe07bd6ba8e10969bcd206f804020000000000ffffffff
2390,22244,68466,-0.029763341,1.679995894,-1.794261114,-0.618742204,1.925452281,-1.668989631,-0.588978864,0.245456387,0.125271483,0.650259859,"(105, 176, 225, 5)","(150, 36, 32, 26)",6ab4b106,06050000,3789553822,1b3b1135f1407e5a612566be69b0e1056ab4b1069624201a06050000ffffffff353e343f9e00e0e1,8c09cc44584560be732b533867507157589bdeac0830000000000000ff00000000000000ffffffff
2391,22245,68467,-0.042483464,1.756186727,-2.155514281,-0.053857297,1.761367703,-3.028857707,-0.011373833,0.005180977,-0.873343425,0.873432851,"(107, 0, 0, 0)","(255, 0, 0, 0)",00000000,00000000,3952607427,093af3393f341f5ba99f5db16b00000000000000ff00000000000000ffffffffb33d203fc30098eb,1439483a8e15bdb39e373f3925421d5ad700d26d6148120967b0c105a129260905010000ffffffff
2392,22246,68468,-0.042251345,1.756247679,-3.642210007,-0.059103188,1.772765852,-2.996511654,-0.016851843,0.016518173,0.645698353,0.646129397,"(107, 0, 0, 0)","(255, 0, 0, 0)",00000000,00000000,2877358181,0e3af43900001d5b0183d7b56b00000000000000ff00000000000000ffffffff9c3d673c650081ab,a338033bb116b1b492372539bf420e5ae2e8316e614472069270c1068e4e160c01000000ffffffff
2393,22247,68469,-0.042715583,1.753870525,-3.642210007,-0.030413274,1.864621520,-2.917147112,0.012302309,0.110750994,0.725062895,0.733575716,"(107, 168, 225, 9)","(255, 0, 0, 0)",00000000,00000000,2047282149,043acd390000235baf7727d26ba8e10900000000ff00000000000000ffffffff37438533e50b077a,0d3be6407b1998cdd837cc38f13ee559fe4163396744120690708100be220c0a06030000ffffffff
2394,22248,68470,-0.027302879,1.669572988,-1.718342372,-0.063884840,1.821467032,-2.951493951,-0.036581961,0.151894044,-1.233151580,1.243009597,"(106, 172, 193, 9)","(106, 41, 35, 34)",9ea4d106,1c0a0000,2866348127,503b66349c439d5a559de8d06aacc1099ea4d1066a2923221c0a0000ffffffff283eb73c5f00d9aa,3c38223e461825b7a437ef384a43f759d798216d67441206907021096556400201000000ffffffff
2395,22249,68471,-0.042576312,1.754114336,-2.118722036,-0.189182700,1.666769165,-2.837782570,-0.146606389,-0.087345171,-0.719060534,0.739033602,"(107, 168, 225, 9)","(255, 0, 0, 0)",00000000,00000000,941097423,073ad1398a35235bc8f77ad26ba8e10900000000ff00000000000000fffffffff23f963acf011838,b12d3834451c02342838ef3b6049cc59d6730d6ca2bce20aa08c120ae11b030000000000ffffffff
2396,22250,68472,-0.041044326,1.752773377,-1.868290225,-0.227064528,1.705656967,-2.805658827,-0.186020202,-0.047116411,-0.937368602,0.956808951,"(107, 168, 225, 9)","(255, 0, 0, 0)",00000000,00000000,2899378885,283abb39573e145bfaeb0fe46ba8e10900000000ff00000000000000ffffffff1a40df36c502d1ac,812ab636661d18061b38bb3b744aba59f0f5d57a9f80420aa3d8120aef07040400000000ffffffff
2397,22251,68473,-0.040301545,1.750213366,-1.856285504,-0.189832634,1.668719651,-2.834447925,-0.149531089,-0.081493715,-0.978162421,0.992875871,"(107, 168, 225, 9)","(255, 0, 0, 0)",00000000,00000000,3943171088,383a9139c33e0d5be33baed56ba8e10900000000ff00000000000000ffffffffe53e7f39100408eb,a32d5834631c68142638f23b6549ca59d5225c7ba2bce20aa08c120ae01c030000000000ffffffff
2398,22252,68474,-0.038908831,1.752163851,-1.964327990,-0.225625390,1.704376961,-2.806325756,-0.186716560,-0.047786890,-0.841997766,0.863774796,"(107, 168, 225, 9)","(254, 0, 0, 0)",69000000,00000000,2617836503,563ab139f73af95a71038db56ba8e10969000000fe00000000000000ffffffff9c3d6733d703099c,a02aa136601d30fa1c38ba3b694abb59cebe9a729f80420aa3d8120aef07050400000000ffffffff
2399,22253,68475,-0.040162274,1.747226685,-3.642210007,-0.219265329,1.674388249,-2.779426289,-0.179103055,-0.072838436,0.862783718,0.884182722,"(107, 168, 225, 9)","(254, 0, 0, 0)",740c9206,00000000,3584558983,3b3a60390000045b33ff07ca6ba8e109740c9206fe00000000000000ffffffff43429e338707a8d5,292bb534521e49a90f38d33b3b4ab159a8894c08a188720aa098f209d012080808050000fffffeff
2400,22254,68476,-0.035937707,1.747287638,-1.755245772,-0.220472348,1.674327296,-2.778092431,-0.184534640,-0.072960341,-1.022846659,1.041917239,"(107, 168, 225, 9)","(241, 10, 3, 1)",69b43108,00000000,352324723,963a61395042d45ade87dfea6ba8e10969b43108f10a030100000000ffffffff53446638730c0015,0f2bb4345e1e919b0f38d23b444ab159dda4480aa188020aa798f209d20d090908060000fffffeff
2401,22255,68477,-0.030134731,1.674571107,-1.691331750,-0.197121172,1.651470046,-2.812216961,-0.166986441,-0.023101060,-1.120885211,1.133490973,"(105, 168, 225, 5)","(165, 43, 25, 12)",6dacc109,07020000,2508786626,133bb8348f44905a52b508bb69a8e1056dacc109a52b190c07020000ffffffff5c41dc34c20b8995,062d3d332b1de19a2438d83b9a49c2595f280923a284e20aa6bc020a765b2a0300000000fffffeff
2402,22256,68478,-0.027581422,1.666952023,-1.789926076,-0.196749781,1.647508123,-2.812661581,-0.169168360,-0.019443901,-1.022735504,1.036814309,"(106, 164, 177, 6)","(129, 53, 37, 15)",6d78c209,0b0a0000,860884469,4a3b3b3418419d5ab7f042d96aa4b1066d78c2098135250f0b0a0000ffffffff4c463535f50d5033,0e2dfc32271d11a32538db3b9749c2598b807910a284e20aa6bc020a6d612e0300000000fffffeff
2403,22257,68479,-0.027999236,1.676216829,-1.653205647,-0.218058310,1.674814917,-2.781093611,-0.190059074,-0.001401911,-1.127887965,1.143790050,"(105, 168, 225, 5)","(114, 47, 44, 31)",6d70e209,0c060000,297795584,413bd334e645815a66cacfa469a8e1056d70e209722f2c1f0c060000ffffffffac3d75400000c011,432bbc34431e89b80e38d43b324ab259d1a9ed09a188720aa680f209cc18080707050000fffffeff
2404,22258,68480,-0.043086974,1.757101017,-3.642210007,-0.224000557,1.702731239,-2.806325756,-0.180913583,-0.054369778,0.835884251,0.856964572,"(107, 0, 0, 0)","(255, 0, 0, 0)",00000000,00000000,3351267149,fc39023a0000245b87fa87fd6b00000000000000ff00000000000000ffffffffd076c7434d47c0c7,c32a8636601de8ed1c38b83b5e4abb592c03ed699f80420aa3d8120aef07050400000000ffffffff
2405,22259,68481,-0.028277779,1.731683755,-1.341972149,-0.193500115,1.669146319,-2.839338737,-0.165222336,-0.062537436,-1.497366588,1.507751986,"(8, 0, 0, 0)","(255, 0, 0, 0)",00000000,00000000,3024422586,3b3b6138d6504c571955a9830800000000000000ff00000000000000ffffffff1d429231ba0645b4,542d5f34371cc2312a38f03b8049cc593c9ffb77a2bce20aa380120aea13010000000000ffffffff
2406,22260,68482,-0.036819759,1.746068584,-1.760914668,-0.223164929,1.701512185,-2.805547672,-0.186345169,-0.044556399,-1.044633004,1.062058335,"(107, 168, 225, 9)","(250, 3, 1, 1)",83d0a10a,00000000,3273082191,833a4d391d42e15aef439fd86ba8e10983d0a10afa03010100000000ffffffff977117454f4517c3,d52a7236671dd0e01d38b63b584abb5969031e639f80420aa3d8120aef07040400000000ffffffff
2407,22261,68483,-0.024656722,1.730830418,-1.354310334,-0.217501224,1.675485397,-2.782316315,-0.192844502,-0.055345021,-1.428005980,1.442030913,"(8, 0, 0, 0)","(255, 0, 0, 0)",00000000,00000000,2717982071,893b533867507157534b01ac0800000000000000ff00000000000000ffffffff2b502a34771d01a2,4f2bc734381eecc30d38d53b2e4ab259d731de0ba188720aa680f209c91a090706060000fffffeff
2408,22262,68484,-0.039558764,1.696148351,-1.528823403,-0.196981900,1.649824324,-2.812216961,-0.157423136,-0.046324026,-1.283393559,1.293841948,"(135, 32, 98, 8)","(90, 57, 52, 47)",893cb208,06030000,3125485060,483a1a36454abd599264d9f487206208893cb2085a39342f06030000ffffffff9d508a35041e4bba,092d22332b1dd19a2538d93b9949c2596744991da284e20aa6bc020a735e2c0300000000fffffeff
2409,22263,68485,-0.040069426,1.693771197,-1.524599519,-0.014675603,1.696453114,-3.405227929,0.025393823,0.002681917,-1.880628410,1.880801758,"(141, 28, 98, 8)","(90, 44, 42, 31)",8b209208,1c130000,2465275212,3d3af3356b4ab45969382af38d1c62088b2092085a2c2a1f1c130000ffffffff254f0a344c1df192,603c1f36540869924d318739b63ac75a5abb72b76ba8e10969bcd206c9230e0401000000ffffffff
2410,22264,68486,-0.039094526,1.695782635,-1.538716182,-0.218476124,1.432832833,-2.731852026,-0.179381598,-0.262949802,-1.193135844,1.234865782,"(134, 28, 130, 8)","(133, 78, 31, 9)",898c4106,03020000,3007651274,523a1436ec49bf59efe489f9861c8208898c4106854e1f0903020000ffffffff2a502b35ca1d45b3,3a2b3a25fe1fe991f33241393a4ab05985a5f600ccd0f10bcd00f30c712f2a210e060000fffffdff
2411,22265,68487,-0.039790883,1.694502629,-1.528934557,-0.206220238,1.414973701,-2.785539804,-0.166429355,-0.279528927,-1.256605247,1.298033859,"(134, 28, 210, 8)","(97, 83, 26, 20)",8824b208,120d0000,282598876,433aff35444ab7595b8c19f2861cd2088824b20861531a14120d0000ffffffff3b50ee35dc1dd810,422c15241b1ee19e61337139e049ca5949ed3502ccd0f10bcd38f30c622e2b251c030000fffffdff
2412,22266,68488,-0.039698036,1.692795954,-1.528267628,-0.478310182,1.620262281,-2.322468822,-0.438612147,-0.072533673,-0.794201193,0.910163328,"(141, 24, 114, 8)","(113, 70, 32, 18)",8b8c8108,0c090000,539237894,453ae3354a4ab5591dd217808d1872088b8c8108714620120c090000ffffffff3250f135061e2420,5d153d31612ec18a25322f37aa4ee6583fc94356b2c4c20b08d4120c6f63141006030000ffffffff
2413,22267,68489,-0.039837307,1.693100717,-1.528601093,-0.410160031,1.585275451,-2.474528616,-0.370322724,-0.107825267,-0.945927523,1.021540057,"(141, 24, 114, 8)","(118, 64, 34, 20)",8b203206,0a080000,4051180691,423ae835474ab359c6ac59c78d1872088b203206764022140a080000ffffffff994e0234931c78f1,191bff2e092915ad06330838d94d2f59dd7c9168b5c84207ba94700bcd1e0d0302010000ffffffff
2414,22268,68490,-0.038073202,1.694197865,-1.543940458,-0.058685374,1.783249711,-3.002180550,-0.020612171,0.089051845,-1.458240091,1.461102069,"(134, 140, 113, 8)","(177, 34, 17, 12)",6420d206,08070000,455089682,683afa35bd49c859bd506996868c71086420d206b122110c08070000ffffffff8c50f535121e201b,ac38af3b7e1678c3a2372539b242105a4e15816f614472069270c1068f4c1a0901000000ffffffff
2415,22269,68491,-0.039976579,1.692917859,-1.525266448,-0.052093193,1.790564031,-2.981505753,-0.012116614,0.097646171,-1.456239305,1.459559694,"(141, 44, 98, 8)","(144, 36, 27, 22)",878c8108,0e0c0000,369106088,3f3ae535654ab35916a9b9c38d2c6208878c810890241b160e0c0000ffffffff234e4c34a81c0016,3a39273c38171ebda4371239f241075ab908e47461447206927001097f4d2f0301000000ffffffff
2416,22270,68492,-0.038351745,1.694258818,-1.548386651,-0.407049636,1.602342197,-2.481086751,-0.368697891,-0.091916621,-0.932700100,1.007132700,"(134, 140, 113, 8)","(212, 18, 8, 8)",6d908108,05040000,16260350,623afb359549c7597ebcfa96868c71086d908108d412080805040000ffffffff494fba35fe1cf800,5c1b1730ce287bb13c330538cb4d3259d5a88064b5c84207b7e85202be300b0302010000ffffffff
2417,22271,68493,-0.038862407,1.692613096,-1.537382324,-0.403335731,1.540109525,-2.493091471,-0.364473324,-0.152503571,-0.955709148,1.034155751,"(134, 140, 177, 8)","(208, 20, 15, 7)",5f1cc208,04020000,202378863,573ae035f849c1594882a785868cb1085f1cc208d0140f0704020000ffffffff403f1b366f0e100c,ac1b1a2c622869ab9f322938c14d3b59c7f0010cb5e84207cbc8d20b9939220703010000ffffffff
2418,22272,68494,-0.030041883,1.682190190,-1.922089158,-0.395768650,1.528345661,-2.512765875,-0.365726767,-0.153844529,-0.590676717,0.711563905,"(105, 176, 225, 5)","(142, 77, 18, 13)",6aac3109,03020000,210243027,153b3535733c7a5a4f1e99ff69b0e1056aac31098e4d120d03020000fffffffff03e1a36d30d880c,4f1c592bb12771a4a2323c38a54d4559e7cc7059bad44207cbf4220b6958251404010000ffffffff
2419,22273,68495,-0.030506121,1.681519711,-1.957102926,-0.065277554,1.811226984,-2.946603139,-0.034771433,0.129707274,-0.989500213,0.998570829,"(105, 176, 161, 6)","(166, 44, 24, 12)",5eac3109,05030000,3767546091,0b3b2a35383b825a909a99fe69b0a1065eac3109a62c180c05030000ffffffff736c5634eb3090e0,1e387a3d72185bb59537f1387243f659fec0a16e67441206907021095e5c410201010000ffffffff
2420,22274,68496,-0.034173602,1.710533180,-1.367537758,-0.060403054,1.831219459,-2.914479396,-0.026229452,0.120686279,-1.546941638,1.551863910,"(88, 100, 161, 5)","(86, 83, 42, 26)",085c3107,12010000,3348630995,bc3a0637f04fc258d2bdaee45864a105085c310756532a1a12010000fffffffff03e1a36d30d98c7,8738c23e9319dbc69c37d238e442e6599a65f3796744120690708100934e120a01000000ffffffff
2421,22275,68497,-0.026745793,1.659332940,-1.957102926,-0.578817729,1.683043527,-2.221651399,-0.552071936,0.023710587,-0.264548473,0.612643052,"(105, 176, 161, 6)","(166, 44, 24, 12)",5eac3109,05030000,3699903468,5c3bbe33383b825aa19999fe69b0a1065eac3109a62c180c05030000fffffffffa415538ec0b88dc,e80c4335ec3109ad0b31d1362050b458d31de3f7c1f08200bbc4220c68382e230e000000ffffffff
2422,22276,68498,-0.028974136,1.663660580,-1.766250099,-0.593441229,1.648178602,-2.208312821,-0.564467093,-0.015481977,-0.442062722,0.717134743,"(105, 168, 177, 6)","(159, 59, 13, 11)",5eb4e109,0a020000,2584283662,2c3b0534ed41975a3cb521b369a8b1065eb4e1099f3b0d0b0a020000ffffffff1d4357390e0a099a,ad0b073364329ec38531c3363b50b15838d9f289c120b00bbcc462005242342f08000000ffffffff
2423,22277,68499,-0.030366850,1.666403449,-1.722343945,-0.563729991,1.652140526,-2.207979356,-0.533363141,-0.014262924,-0.485635411,0.721471707,"(105, 168, 177, 6)","(133, 85, 18, 15)",6d78e109,02020000,1678707052,0e3b32347843ad5aecc061d969a8b1066d78e1098555120f02020000fffffffff344563b6c090f64,2d0e4833673268dbb430bb360550b158b9fd401ac120c00bbbc46200533d372d0b010000ffffffff
2424,22278,68500,-0.031527445,1.667683455,-1.679327030,-0.617674457,1.676338734,-2.174521755,-0.586147012,0.008655279,-0.495194726,0.767372823,"(105, 168, 209, 6)","(173, 60, 15, 5)",6b78e205,01010000,3675537877,f53a4734fb44b25a189a8edd69a8d1066b78e205ad3c0f0501010000fffffffffb6c1d42d54114db,a309d534943300e7493186366650a058e3f252a70804b30bbcc4220c7743281b03000000ffffffff
2425,22279,68501,-0.031481021,1.736255205,-1.364981197,-0.571343496,1.618616559,-2.231099559,-0.539862474,-0.117638646,-0.866118362,1.027351624,"(8, 48, 112, 0)","(255, 0, 0, 0)",0a000000,00000000,3467919843,f63aac380750c15773e8f0a7083070000a000000ff00000000000000ffffffff806d423fe341b4ce,890d22319731afb8c131f5361350be58df508389bc048300bbc46200514136260f010000ffffffff
2426,22280,68502,-0.030413274,1.737352353,-1.363536184,-0.589495205,1.667439645,-2.192639991,-0.559081931,-0.069912708,-0.829103807,1.002433796,"(8, 48, 112, 0)","(255, 0, 0, 0)",00000000,00000000,3500426574,0d3bbe381450c657835002960830700000000000ff00000000000000ffffffff557665424e45a4d0,020c4334f132a1950131a4363450a9583947aca0c120b00bbcc46200584e2b2905000000ffffffff
2427,22281,68503,-0.028045660,1.733390430,-1.342750233,-0.563729991,1.652140526,-2.207979356,-0.535684331,-0.081249904,-0.865229124,1.020872512,"(8, 0, 0, 0)","(255, 0, 0, 0)",00000000,00000000,3986163796,403b7d38cf50795713853b850800000000000000ff00000000000000ffffffffd93e1f36540898ed,2d0e4833673295c3d631c0360550b1583bfc409ac120c00bbbc46200533d372d0b010000ffffffff
2428,22282,68504,-0.034869960,1.749603839,-1.971553053,-0.539171796,1.594052635,-2.243437744,-0.504301836,-0.155551204,-0.271884691,0.593664724,"(107, 168, 225, 9)","(201, 35, 14, 4)",69b4f10a,01000000,1972837580,ad3a8739b63ac75a5a477db76ba8e10969b4f10ac9230e0401000000ffffffff374eda33cc1c9775,3e108f2f283139980a322437b14fc6588c3142cfbc20100cb1ec6200653c281a16050000fffffeff
2429,22283,68505,-0.038444593,1.695355966,-1.547608567,-0.558716219,1.606121263,-2.279118442,-0.520271627,-0.089234703,-0.731509874,0.902082088,"(134, 28, 66, 6)","(207, 16, 13, 9)",888cd106,08030000,2284919990,603a0d369c49c659e8748bf4861c4206888cd106cf100d0908030000ffffffff4d4ea833b61c3188,990e5530e72f3194a43134370750d358934502d4bcc48200c1ec62007139251f0e030000ffffffff
2430,22284,68506,-0.038305321,1.695660729,-1.546830484,-0.381191574,1.495553126,-2.520324402,-0.342886253,-0.200107603,-0.973493919,1.051334602,"(134, 144, 113, 8)","(180, 23, 22, 15)",6320d206,0b030000,1253383359,633a1236a349c75905ad5af4869071086320d206b417160f0b030000ffffffffbf4d2434bf1cb54a,891d3f296d2731b05e325438704d4b59c6f4910ccbe84207bdd4f20b6a372a210e050000fffffeff
2431,22285,68507,-0.038444593,1.694685487,-1.552165915,-0.366800193,1.480436865,-2.537775709,-0.328355601,-0.214248622,-0.985609794,1.060729249,"(134, 140, 209, 6)","(224, 8, 8, 7)",87908108,06030000,996744694,603a02367349c6595f8c6fa9868cd10687908108e008080706030000ffffffffab4fc635f61d693b,bf1e4728d0260da950326a383c4d5559d88c9057bd2c4307bf48a30b5c412c1312110000fffffeff
2432,22286,68508,-0.039651612,1.693466433,-1.533714215,-0.404682021,1.549557188,-2.498315748,-0.365030410,-0.143909245,-0.964601533,1.041351616,"(134, 28, 210, 8)","(157, 53, 26, 8)",882c9208,07040000,3546029223,463aee35194ab45903ecabdc861cd208882c92089d351a0807040000ffffffffa74f6233a71c5cd3,8f1bb52c332845a0c3322738c64d3d59e2209159b5e84207b22cd30bab2b200504010000ffffffff
2433,22287,68509,-0.071359073,1.786297344,-1.533825370,-0.381423693,1.505183647,-2.530106027,-0.310064620,-0.281113697,-0.996280657,1.080620251,"(134, 28, 130, 8)","(87, 74, 57, 29)",632c4206,07020000,3557301416,9b37e13b184ac859dc72d944861c8208632c4206574a391d07020000ffffffff324f5c33a81c08d4,841ddd291527d19c82325538714d4f59f3682159cbe84207bdd4f20b5751281814030000fffffeff
2434,22288,68510,-0.071080530,1.786358297,-1.538160408,-0.360857946,1.476292084,-2.526437917,-0.289777415,-0.310066213,-0.988277510,1.075548439,"(134, 28, 130, 8)","(117, 64, 45, 11)",632c4206,0b070000,3925357076,a137e23bf149c85907d7e845861c8208632c420675402d0b0b070000ffffffff3d7163391432f8e9,3f1f0328362746bf27326738264d50594fd0c212bd2c4307bf48a30b662f2d1a160d0000fffffeff
2435,22289,68511,-0.032270226,1.614349873,-1.355310728,-0.363411255,1.455446272,-2.532440278,-0.331141029,-0.158903601,-1.177129550,1.233101258,"(89, 32, 112, 5)","(120, 76, 26, 16)",5868a108,0f020000,2117536211,e53adc305e50ad58c99c2dd7592070055868a108784c1a100f020000ffffffff4944e738d309377e,081fad26002719b616327738304d545973e46110d2f44207cbfc020c58402e1c130a0000fffffdff
2436,22290,68512,-0.030413274,1.667683455,-1.692109834,-0.359511655,1.474707314,-2.551114288,-0.329098382,-0.192976141,-0.859004454,0.939911798,"(105, 168, 177, 6)","(105, 104, 23, 20)",6d78e109,02020000,2861891933,0d3b47348844b05a971128d169a8b1066d78e1096968171402020000ffffffff383f95395d0195aa,5c1fe927582621ae5e327838214d5b59d588c060bd2c4307d2fca20b533a2d1f190d0000fffffdff
2437,22291,68513,-0.041554988,1.752102898,-1.924312254,-0.345120275,1.450752916,-2.574012181,-0.303565287,-0.301349982,-0.649699926,0.777864827,"(107, 168, 225, 9)","(255, 0, 0, 0)",00000000,00000000,3457303119,1d3ab0395f3c1b5bda5f6dd46ba8e10900000000ff00000000000000ffffffffb77719414f4212ce,922060268a2519a64d329438ec4c6859ecb05059d2004307cbfcd20b4f352e2317130000fffffdff
2438,22292,68514,-0.026977912,1.735584726,-1.339526743,-0.375574293,1.522555157,-2.537998019,-0.348596381,-0.213029568,-1.198471276,1.266188940,"(8, 48, 0, 0)","(255, 0, 0, 0)",00000000,00000000,3049210227,573ba138ec50bd5780a8ff960830000000000000ff00000000000000ffffffff4d7687447341bfb5,021efa2ace2625a0bd3255385b4d5159f510b156ba2c530b74f4f20b733524240e010000fffffeff
2439,22293,68515,-0.025585198,1.734853294,-1.343528317,-0.390569184,1.543522874,-2.517212067,-0.364983986,-0.191330419,-1.173683751,1.243926921,"(8, 48, 0, 0)","(255, 0, 0, 0)",00000000,00000000,3765452032,753b9538c850c8579f48aef00830000000000000ff00000000000000ffffffff5a725639003d70e0,bf1c522c892735a2d4323a38924d4659edf8105ab5e84207cbf4220b7a52210d03020000ffffffff
2440,22294,68516,-0.027117183,1.741009513,-1.352309547,-0.353615832,1.449838626,-2.553226229,-0.326498648,-0.291170886,-1.200916682,1.278116868,"(8, 48, 112, 0)","(255, 0, 0, 0)",00000000,00000000,3341894747,543bfa3879502258c1207e8b0830700000000000ff00000000000000ffffffff90706b415b4431c7,db1f51264526c1a1293286380c4d5e59ddfcb053d2d0d10bc02cf30b652e241a19150000fffffdff
2441,22295,68517,-0.029763341,1.734670436,-1.356311121,-0.557973439,1.622334672,-2.226764521,-0.528210098,-0.112335764,-0.870453400,1.024360461,"(8, 48, 112, 0)","(255, 0, 0, 0)",00000000,00000000,3668460486,1b3b923855508d578aa4c2910830700000000000ff00000000000000ffffffff5d6fc043c643a8da,a90e5f31be317bb0e631f136f54fbc5884f4f091bc048300bbc46200514137250f020000ffffffff
2442,22296,68518,-0.030923936,1.734121862,-1.359312301,-0.592280633,1.585458309,-2.163739738,-0.561356698,-0.148663553,-0.804427437,0.992131894,"(8, 48, 0, 0)","(255, 0, 0, 0)",00000000,00000000,910040262,023b89383a5094576adc50a80830000000000000ff00000000000000ffffffffae4d6634c61c3e36,c60b022ff533733c75338c373950a3581a0f70e108ec120cbc18100bb81d151201010000ffffffff
2443,22297,68519,-0.038537440,1.694441676,-1.552832844,-0.612753533,1.456848183,-2.109385031,-0.574216093,-0.237593493,-0.556552187,0.834221269,"(134, 180, 49, 6)","(229, 9, 7, 5)",87908108,03020000,1876368590,5e3afe356d49c55959902fa186b4310687908108e509070503020000ffffffffef4d0f34ce1cd76f,0d0ac426de354c2aa136e53b5f509558318790db08ec6200bcb4100cf605030100000000fffffdff
2444,22298,68520,-0.038491017,1.694929297,-1.550387438,-0.592559176,1.671096805,-2.223763341,-0.554068160,-0.023832492,-0.673375903,0.872350056,"(134, 28, 66, 6)","(221, 9, 8, 7)",63b48108,06040000,2966494647,5f3a06368349c559cb34ddf2861c420663b48108dd09080706040000ffffffff554ffa34b71dd1b0,c00b7f34d9311da23c31ce363850b75895b931ebc1f08200bbc4620062382f290d000000ffffffff
